Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.36     0.00   112284     0.00     0.00  std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::_Vector_impl(std::allocator<sf::Vertex> const&)
  0.00      1.36     0.00   112284     0.00     0.00  std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_create_storage(unsigned long)
  0.00      1.36     0.00   112284     0.00     0.00  std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data::_Vector_impl_data()
  0.00      1.36     0.00   112284     0.00     0.00  std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_base(unsigned long, std::allocator<sf::Vertex> const&)
  0.00      1.36     0.00   112284     0.00     0.00  sf::Vertex* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*)
  0.00      1.36     0.00   112284     0.00     0.00  sf::Vertex* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*)
  0.00      1.36     0.00   112284     0.00     0.00  sf::Vertex* std::uninitialized_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*)
  0.00      1.36     0.00   112284     0.00     0.00  sf::Vertex* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, sf::Vertex>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, std::allocator<sf::Vertex>&)
  0.00      1.36     0.00   109141     0.00     0.00  Particle* std::__addressof<Particle>(Particle&)
  0.00      1.36     0.00    64314     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.36     0.00    61771     0.00     0.00  __gnu_cxx::__normal_iterator<Particle**, std::vector<Particle*, std::allocator<Particle*> > >::difference_type __gnu_cxx::operator-<Particle**, std::vector<Particle*, std::allocator<Particle*> > >(__gnu_cxx::__normal_iterator<Particle**, std::vector<Particle*, std::allocator<Particle*> > > const&, __gnu_cxx::__normal_iterator<Particle**, std::vector<Particle*, std::allocator<Particle*> > > const&)
  0.00      1.36     0.00    61771     0.00     0.00  std::vector<Particle*, std::allocator<Particle*> >::_M_check_len(unsigned long, char const*) const
  0.00      1.36     0.00    61771     0.00     0.00  std::__new_allocator<Particle*>::deallocate(Particle**, unsigned long)
  0.00      1.36     0.00    61771     0.00     0.00  std::__new_allocator<Particle*>::allocate(unsigned long, void const*)
  0.00      1.36     0.00    61771     0.00     0.00  void std::vector<Particle*, std::allocator<Particle*> >::_M_realloc_insert<Particle*>(__gnu_cxx::__normal_iterator<Particle**, std::vector<Particle*, std::allocator<Particle*> > >, Particle*&&)
  0.00      1.36     0.00    57144     0.00     0.00  sf::CircleShape::~CircleShape()
  0.00      1.36     0.00    57144     0.00     0.00  Particle::~Particle()
  0.00      1.36     0.00    56495     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >::base() const
  0.00      1.36     0.00    56142     0.00     0.00  sf::Transformable::Transformable(sf::Transformable const&)
  0.00      1.36     0.00    56127     0.00     0.00  sf::CircleShape::CircleShape(sf::CircleShape const&)
  0.00      1.36     0.00    56127     0.00     0.00  sf::Shape::Shape(sf::Shape const&)
  0.00      1.36     0.00    56127     0.00     0.00  Particle::Particle(Particle const&)
  0.00      1.36     0.00    56127     0.00     0.00  std::__new_allocator<sf::Vertex>::allocate(unsigned long, void const*)
  0.00      1.36     0.00    55002     0.00     0.00  void std::_Destroy<Particle>(Particle*)
  0.00      1.36     0.00    46413     0.00     0.00  Particle const& std::forward<Particle const&>(std::remove_reference<Particle const&>::type&)
  0.00      1.36     0.00    42355     0.00     0.00  void std::_Construct<Particle, Particle const&>(Particle*, Particle const&)
  0.00      1.36     0.00    42324     0.00     0.00  std::array<Node*, 4ul>::operator[](unsigned long)
  0.00      1.36     0.00    37536     0.00     0.00  __gnu_cxx::__normal_iterator<Particle**, std::vector<Particle*, std::allocator<Particle*> > >::operator++()
  0.00      1.36     0.00    36640     0.00     0.00  Particle::render()
  0.00      1.36     0.00    28247     0.00     0.00  bool __gnu_cxx::operator!=<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > > const&)
  0.00      1.36     0.00    28200     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >::operator++()
  0.00      1.36     0.00    28200     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >::operator*() const
  0.00      1.36     0.00    28200     0.00     0.00  std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::end()
  0.00      1.36     0.00    28200     0.00     0.00  std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >::begin()
  0.00      1.36     0.00    25888     0.00     0.00  __gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > >::base() const
  0.00      1.36     0.00    11772     0.00     0.00  bool __gnu_cxx::operator!=<Particle const*, std::vector<Particle, std::allocator<Particle> > >(__gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > > const&, __gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > > const&)
  0.00      1.36     0.00    11760     0.00     0.00  __gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > >::operator++()
  0.00      1.36     0.00    11760     0.00     0.00  __gnu_cxx::__normal_iterator<Particle const*, std::vector<Particle, std::allocator<Particle> > >::operator*() const
  0.00      1.36     0.00    11760     0.00     0.00  void std::_Construct<Particle, Particle&>(Particle*, Particle&)
  0.00      1.36     0.00    11760     0.00     0.00  Particle& std::forward<Particle&>(std::remove_reference<Particle&>::type&)
  0.00      1.36     0.00     9804     0.00     0.00  Node::subdivide()
  0.00      1.36     0.00     4929     0.00     0.00  unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&)
  0.00      1.36     0.00     4763     0.00     0.00  int& std::forward<int&>(std::remove_reference<int&>::type&)
  0.00      1.36     0.00     4468     0.00     0.00  __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >::operator+(long) const
  0.00      1.36     0.00     4452     0.00     0.00  Particle* std::__niter_base<Particle*, std::vector<Particle, std::allocator<Particle> > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >)
  0.00      1.36     0.00     4306     0.00     0.00  Solver::resolve_collision(Particle&, Particle&, float)
  0.00      1.36     0.00     3996     0.00     0.00  std::uniform_real_distribution<float>::param_type::a() const
  0.00      1.36     0.00     3996     0.00     0.00  std::log(long double)
  0.00      1.36     0.00     3882     0.00     0.00  Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}&& std::forward<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>(std::remove_reference<Node::_insert(std::vector<Particle, std::allocator<Particle> >&)::{lambda()#1}>::type&)
  0.00      1.36     0.00     3452     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const
  0.00      1.36     0.00     3378     0.00     0.00  std::thread::id::id()
  0.00      1.36     0.00     2976     0.00     0.00  std::thread* std::__addressof<std::thread>(std::thread&)
  0.00      1.36     0.00     2767     0.00     0.00  std::thread* std::__niter_base<std::thread*>(std::thread*)
  0.00      1.36     0.00     2380     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&)
  0.00      1.36     0.00     2226     0.00     0.00  __gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > std::__miter_base<__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > > >(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >)
  0.00      1.36     0.00     2150     0.00     0.00  QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}& std::forward<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&>(std::remove_reference<QuadTree::calculateForces(std::vector<Particle, std::allocator<Particle> >&)::{lambda(unsigned long, unsigned long)#1}&>::type&)
  0.00      1.36     0.00     2038     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::size() const
  0.00      1.36     0.00     2010     0.00     0.00  std::thread::joinable() const
  0.00      1.36     0.00     2000     0.00     0.00  std::vector<Particle, std::allocator<Particle> >::push_back(Particle const&)
  0.00      1.36     0.00     1998     0.00     0.00  std::uniform_real_distribution<float>::param_type::b() const
  0.00      1.36     0.00     1998     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min()
  0.00      1.36     0.00     1998     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()()
  0.00      1.36     0.00     1998     0.00     0.00  float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      1.36     0.00     1998     0.00     0.00  float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&)
  0.00      1.36     0.00     1998     0.00     0.00  std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      1.36     0.00     1998     0.00     0.00  std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::operator()()
  0.00      1.36     0.00     1998     0.00     0.00  float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      1.36     0.00     1998     0.00     0.00  std::cos(float)
  0.00      1.36     0.00     1998     0.00     0.00  std::sin(float)
  0.00      1.36     0.00     1996     0.00     0.00  std::operator==(std::thread::id, std::thread::id)
  0.00      1.36     0.00     1845     0.00     0.00  std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&)
  0.00      1.36     0.00     1745     0.00     0.00  std::thread::~thread()
  0.00      1.36     0.00     1708     0.00     0.00  __gnu_cxx::__normal_iterator<LiveText*, std::vector<LiveText, std::allocator<LiveText> > >::base() const
